App,Sentiment_Polarity,Sentiment_Subjectivity,Sentiment_Positivity
DSLR Camera Hd Ultra Professional,0.0682207207297297,0.49089339343243243,0.31264864864864866
Blur Image Background Editor (Blur Photo Editor),0.22728219695,0.5172670454999999,0.312475
Backgrounds (HD Wallpapers),0.25590170132258067,0.5797459813548388,0.3122258064516129
11st,0.181294214475,0.443956935475,0.312025
Daniel Tiger for Parents,0.20972222224999998,0.38177910025,0.3115
AutoCAD - DWG Viewer & Editor,0.11636873072972971,0.47404647340540546,0.31032432432432433
"GO Keyboard - Cute Emojis, Themes and GIFs",0.2164375,0.30025925923333335,0.31006666666666666
Couple - Relationship App,0.2917386715,0.5571021942916666,0.30995833333333334
Frontback - Social Photos,0.20149928337837836,0.44916052416216223,0.30994594594594593
CVS Caremark,0.187110322025,0.418395250575,0.309925
Enterprise Rent-A-Car,0.24928622537499998,0.583923100025,0.30967500000000003
BBM - Free Calls & Messages,0.13442325237142855,0.4447475949714286,0.3094857142857143
Binaural Beats Therapy,0.276187034,0.447265955675,0.309375
21-Day Meditation Experience,0.2551833375121951,0.5466810188536585,0.3085609756097561
"Calm - Meditate, Sleep, Relax",0.2906032999545455,0.5090124819545454,0.3083181818181818
B612 - Beauty & Filter Camera,0.07735097562499998,0.48930397731249997,0.3081875
Graphing Calculator,0.24275694450000002,0.4586726190875,0.3076
Add Text To Photo,0.2231402975714286,0.38931232965714285,0.30711428571428573
Blood Pressure Log - MyDiary,0.325054911475,0.5914018249499999,0.306675
Galactic Core Free Wallpaper,0.24087655264864866,0.6400350900270271,0.30567567567567566
Down Dog: Great Yoga Anywhere,0.291847263775,0.5268369912249999,0.30495
"Ebates: Cash Back, Coupons, Rewards & Savings",0.21960793835897435,0.40486578233333337,0.3048974358974359
Google Duo - High Quality Video Calls,0.2706535087894737,0.4717807017368421,0.3036315789473684
Happify,0.1751174242,0.27599999999999997,0.3036
Happy Street,0.05125886926086956,0.4861620083043478,0.30178260869565215
Bloglovin',0.13060369597500002,0.45764402960000006,0.30095
A+ Gallery - Photos & Videos,0.2038431325,0.39327812869047624,0.30078571428571427
Amazon Shopping,0.18572629019999998,0.44688233811111105,0.30077777777777776
"Any.do: To-do list, Calendar, Reminders & Planner",0.23684002875,0.462293212703125,0.3005625
Brilliant,0.24527751080000001,0.48654893228,0.3
Epocrates Plus,0.29959469697499996,0.5152561328,0.29922499999999996
Asana: organize team projects,0.22752098684375,0.49187386103125,0.29921875
Floor Plan Creator,0.2576519106842105,0.4533317194473684,0.299
Cooking Madness - A Chef's Restaurant Games,0.013194049131578947,0.5031574380789474,0.2985
"Candy Camera - selfie, beauty camera, photo editor",0.1963473575,0.52919787155,0.2976
Block Puzzle,0.048740644095744676,0.5311960048191489,0.2969787234042553
Color by Number – New Coloring Book,0.1644127482894737,0.5260128887631579,0.29697368421052633
Diary with lock password,0.2867523735283019,0.5000396463396226,0.2966603773584906
FBReader: Favorite Book Reader,0.27076219087500003,0.4606375153,0.29645
HTC Help,0.106870212525,0.347890046275,0.2962
ACE Elite,0.2447541239411765,0.42957205108823526,0.29608823529411765
Age Calculator,0.1095080266875,0.584273369875,0.296
Burner - Free Phone Number,0.05597222228571429,0.5452380952857142,0.29457142857142854
Evie Launcher,0.2695061644848485,0.4726219248181818,0.29448484848484846
Daily Yoga - Yoga Fitness Plans,0.21410098008333334,0.5052561326666667,0.2941666666666667
Hotwire Hotel & Car Rental App,0.1815285801470588,0.44619631191176473,0.2939117647058824
"BuzzFeed: News, Tasty, Quizzes",0.19057069755263156,0.44790465749999997,0.29350000000000004
Caviar - Food Delivery,0.211940411375,0.50089285715,0.29325
Dosecast - Medication Reminder,0.2914790591025641,0.5103047646153847,0.29307692307692307
Alto's Adventure,0.043443775298969076,0.5280453899381443,0.2929381443298969
"Canva: Poster, banner, card maker & graphic design",0.19958727228205128,0.5222573674871794,0.2928974358974359
Dr. Panda Town: Vacation,0.09022917369444444,0.47277875480555553,0.2927222222222222
Avakin Life - 3D virtual world,0.07970403557142856,0.4981072610857143,0.2926142857142857
Cut the Rope FULL FREE,0.012617141758620694,0.5506066573793104,0.2924827586206896
Frozen Free Fall,0.06927678802564102,0.4847223147179487,0.29217948717948716
FlipaClip - Cartoon animation,0.3301190476,0.5433809524,0.2918
All Mental disorders,0.18992275579487178,0.4068144586923077,0.2907179487179487
Homework Planner,0.2702203602894737,0.5194201502105263,0.29057894736842105
Free Hypnosis,0.2585577215625,0.4633829310625,0.290375
Credit Sesame,0.0863938631025641,0.3840960212820513,0.2902307692307692
Despegar.com Hoteles y Vuelos,0.23808862433333333,0.45689763938461536,0.29007692307692307
BBW Dating & Plus Size Chat,0.12779282486842106,0.47809526181578943,0.2900526315789474
CNBC: Breaking Business News & Live Market Data,0.24118524368421054,0.4614950450263158,0.28989473684210526
Food Calorie Calculator,0.11189938825000001,0.430757275125,0.28962499999999997
Diabetes:M,0.31001870597500003,0.50893371765,0.28955000000000003
Buscapé - Ofertas e descontos,0.353125,0.364484127,0.2885
CM Locker - Security Lockscreen,0.23729527566666664,0.47478320917241373,0.2876896551724138
ChatVideo Meet new people,0.22581667236842107,0.38266532813157894,0.28739473684210526
FINAL FANTASY BRAVE EXVIUS,0.06899970376923077,0.5178524542820513,0.2873589743589744
FOX,0.20863442457499998,0.44694312167500005,0.28735
Anime Avatar Creator: Make Your Own Avatar,0.19518675934482757,0.5727431777241379,0.2873448275862069
G Cloud Backup,0.27471891536666665,0.5547601256666667,0.28663333333333335
ASUS SuperNote,0.18475844758333335,0.464445045625,0.2861666666666667
"Groupon - Shop Deals, Discounts & Coupons",0.2749015305121951,0.47595949897560974,0.2855121951219512
BeautyPlus - Easy Photo Editor & Selfie Camera,0.24,0.24,0.2854
Easy Origami Ideas,0.09661111111428572,0.5214285714571428,0.28519999999999995
DRAGON BALL LEGENDS,0.07539320214285715,0.510419089489796,0.28422448979591836
Farming Simulator 18,0.06285545407500001,0.48099662472500004,0.28407499999999997
Easy Makeup Tutorials,0.2743505274594595,0.4128939004054054,0.28356756756756757
C++ Programming,0.1911415615945946,0.5384869854324325,0.2830540540540541
BBVA Compass Banking,0.19873721696666669,0.466361867,0.2824666666666667
Granny,0.062469058366666656,0.5377560236,0.28213333333333335
Home Security Camera WardenCam - reuse old phones,0.1939959782962963,0.4692403866666667,0.2818148148148148
Chrome Beta,0.22568606546153847,0.36819234776923077,0.28099999999999997
Do It Later: Tasks & To-Dos,0.16339648182857144,0.3179945716285714,0.2804
Bangla Newspaper – Prothom Alo,0.16277412281578948,0.4264619882631579,0.2803421052631579
"Dating App, Flirt & Chat : W-Match",0.25857142857142856,0.3733333332857143,0.27999999999999997
AlReader -any text book reader,0.23941240532500002,0.40226240085000003,0.27895
FidMe Loyalty Cards & Deals at Grocery Supermarket,0.20191197691666665,0.37965367958333335,0.27891666666666665
"AVG Cleaner – Speed, Battery & Memory Booster",0.2660619488611111,0.5662700616944445,0.2786666666666667
Harry Potter: Hogwarts Mystery,0.04855093969230769,0.4709123323846154,0.2784615384615384
Common Core,-0.007831804333333347,0.40888450833333334,0.278
Colorfit - Drawing & Coloring,0.1674299025897436,0.5580758121538462,0.27792307692307694
Ada - Your Health Guide,0.3016687588285714,0.5516056688571429,0.27777142857142856
Flipboard: News For Our Time,0.3583032171428572,0.40283446714285714,0.27742857142857147
Episode - Choose Your Story,0.082072032944,0.476094191792,0.277048
DINO HUNTER: DEADLY SHORES,0.022072647634408603,0.5001236488494624,0.27664516129032257
Family GPS tracker KidControl + GPS by SMS Locator,0.20480300272727273,0.5014525212424242,0.27660606060606063
BaBe - Baca Berita,0.1751302083125,0.3834635416875,0.27649999999999997
591房屋交易-香港,0.200625,0.2820833333,0.2762
Genius Scan - PDF Scanner,0.22579205635714286,0.4813098509285714,0.2757857142857143
Find Dining Restaurant Finder,0.29703443875,0.41789965975,0.27575
"CallApp: Caller ID, Blocker & Phone Call Recorder",0.1953703705,0.2532407405,0.2755
Free Dating & Flirt Chat - Choice of Love,0.04102387512121211,0.3650711662121212,0.27524242424242423
Bowmasters,0.06711737009183673,0.4992319345612245,0.27485714285714286
Couchsurfing Travel App,0.241107138325,0.5164538841249999,0.274725
"Fabulous: Motivate Me! Meditate, Relax, Sleep",0.1952382387,0.5179825122333334,0.27466666666666667
Fandango Movies - Times + Tickets,0.135168879475,0.4967799745,0.27444999999999997
Baby Monitor,0.266605765,0.4784650573611111,0.27425
Free Sports TV,0.1613429190357143,0.49576473925000003,0.27414285714285713
Acorn TV: World-class TV from Britain and Beyond,0.08247262433333334,0.48591119525,0.2740416666666667
Beauty Camera - Selfie Camera,0.1945884277027027,0.4386357786216216,0.2737837837837838
Eat24 Food Delivery & Takeout,0.17161052145,0.547071077025,0.27375
Alarm Clock Free,0.15131143854285714,0.34664490379999996,0.27371428571428574
Farming Simulator 14,0.054898593166666676,0.4603402408888889,0.27355555555555555
CDL Practice Test 2018 Edition,0.2314809524,0.45871216932,0.27352
Branch,0.264229798,0.4446455339,0.273325
Grim Soul: Dark Fantasy Survival,0.050892449513513516,0.488203491,0.2733243243243243
"Face Filter, Selfie Editor - Sweet Camera",0.18348765433333333,0.5561507936666668,0.27305555555555555
Hello Kitty Lunchbox,-0.051212147,0.5444899431428571,0.2717428571428572
Business Calendar 2,0.19340491634615387,0.4513324566923077,0.2717307692307692
"DU Recorder – Screen Recorder, Video Editor, Live",0.22038713867796608,0.5157912661355932,0.271457627118644
Bubble Witch 3 Saga,0.06334140665625,0.521108265625,0.27115625
Angry Birds Rio,-0.010059332999999998,0.4487218808125,0.27103125
"Breaking News, Local news, Attacks and Alerts Free",0.20929435150000003,0.36366607928571426,0.27067857142857144
Bed Time Fan - White Noise Sleep Sounds,0.390625,0.3,0.2705
Duolingo: Learn Languages Free,0.1986302882909091,0.4703608205818182,0.2704181818181818
Davis's Drug Guide,-0.07500000000000001,0.4,0.27025
AccuWeather: Daily Forecast & Live Weather Reports,0.19464078518181818,0.4787456588181818,0.26878787878787874
"Chat Rooms, Avatars, Date - Galaxy",0.13441952550000003,0.40998377542105263,0.2686842105263158
Atlan3D Navigation: Korea navigator,0.27066570627027026,0.3872589553783784,0.26772972972972975
Flights,0.13535904685185185,0.385195206037037,0.2677037037037037
Cheap hotel deals and discounts — Hotellook,0.22079678363157895,0.46350877194736845,0.267578947368421
ColorNote Notepad Notes,0.28399206835,0.51178833556,0.26642
CATS: Crash Arena Turbo Stars,0.028453962327586204,0.49174449787931035,0.2658793103448276
Homescapes,0.031329633527777775,0.4992509600833333,0.2657777777777778
95Live -SG#1 Live Streaming App,0.053617715615384615,0.4302864543076923,0.2653076923076923
Fishdom,0.038010445736842105,0.5478419961052632,0.26530263157894735
Experian - Free Credit Report,0.163400022,0.5058520722916667,0.26525
Calorie Counter - Macros,0.24751868249,0.512675395,0.26493
Battlelands Royale,0.03995723707777778,0.5084984804333333,0.26453333333333334
Facebook Ads Manager,0.19775052108333335,0.3103943201666667,0.26330555555555557
Aviary Stickers: Free Pack,0.0640962222368421,0.6548163083684211,0.2631578947368421
Farm Heroes Saga,0.006295479052631577,0.4247224975263158,0.26249122807017544
Calorie Counter & Diet Tracker,0.21603536716326532,0.4939464233061225,0.2624591836734694
C Programming,0.26911117627777775,0.5259834455277779,0.2623888888888889
Hotels Combined - Cheap deals,0.1564398327027027,0.34355641354054056,0.2622162162162162
Bike Computer - GPS Cycling Tracker,0.274928943425,0.464991567425,0.2619
Extreme Racing 2 - Real driving RC cars game!,0.023027670513513513,0.40773487778378376,0.261027027027027
Equestria Girls,0.04265552539473685,0.5364614767631579,0.2610263157894737
Drugs.com Medication Guide,0.241169739425,0.47832794867499995,0.2609
Fast Secure VPN,0.17064940905633805,0.40445644611267606,0.26085915492957745
Betterment,0.14325219760000002,0.51054523015,0.26015
AdWords Express,0.19126473061111113,0.29325897866666667,0.25975
Hinge: Dating & Relationships,0.166190942225,0.488696736675,0.25965
Blogaway for Android (Blogger),0.19192328694594593,0.3493617644054054,0.25935135135135134
BIG Launcher,0.18498650305,0.41012519515,0.258975
Docs To Go™ Free Office Suite,0.191904604025,0.38219886365,0.258975
Czech Public Transport IDOS,0.24241715179310344,0.3889285714137931,0.25875862068965516
"Easy - taxi, car, ridesharing",0.29098477172340426,0.442188680106383,0.25861702127659575
Birdays – Birthday reminder,0.34609599278947367,0.5404014296842106,0.2585
"Herpes Dating: 1,000K+ Singles",0.1688322951818182,0.4537659292121212,0.2574848484848485
Blossom Blast Saga,0.005560016162162161,0.499915638,0.2572972972972973
Hill Climb Racing,0.10363663775675676,0.494339067027027,0.257
Debonairs Pizza,0.039880952285714276,0.5189285712857143,0.257
Azar,0.05596868620879121,0.4650212683956044,0.2569230769230769
Choices: Stories You Play,0.032836442225,0.5131701648,0.2569
"GO SMS Pro - Messenger, Free Themes, Emoji",0.19498870985185185,0.42354163325925925,0.2567037037037037
Hero Hunters,-0.020968247451612902,0.48998050787096775,0.25667741935483873
Garena Free Fire,0.07566788421052631,0.4990920946631579,0.2562526315789474
Dungeon Hunter Champions: Epic Online Action RPG,-0.034255807875,0.48827825165,0.25595
Clash of Clans,0.03878920672727273,0.5187653947878789,0.2556969696969697
BeWild Free Dating & Chat App,0.16600369446153845,0.504786638051282,0.25530769230769235
"Hily: Dating, Chat, Match, Meet & Hook up",0.03232448105128205,0.5566001899230769,0.2551282051282051
2GIS: directory & navigator,0.22312904269999997,0.396657936525,0.2551
Die TK-App – alles im Griff,0.15849985828571428,0.5084708049642858,0.25489285714285714
DisneyNOW – TV Shows & Games,0.20074832462162162,0.522173233054054,0.25486486486486487
Calculator Plus Free,0.111111111,0.42047619033333333,0.25466666666666665
"Free Dating App - YoCutie - Flirt, Chat & Meet",0.11556602202631579,0.44222369373684206,0.25363157894736843
Abs Training-Burn belly fat,0.21154263894594594,0.4348304623243243,0.25313513513513514
Angry Birds 2,0.002206126433333333,0.47969812133333334,0.2518
Freeletics: Personal Trainer & Fitness Workouts,0.2659400552727273,0.4496545815757576,0.2511515151515152
Cisco Webex Teams,0.10709551253846154,0.4459280842820513,0.2508717948717949
Allegiant,0.175,0.175,0.25075
Dropbox,0.23027076800000001,0.4322603322564103,0.25035897435897436
Free Dating Hook Up Messenger,0.14006869643589745,0.5068665636410257,0.2501025641025641
Disney Magic Kingdoms: Build Your Own Magical Park,0.07398520105882353,0.46504729420588237,0.25008823529411767
Chapters: Interactive Stories,0.14522339733333334,0.490374967948718,0.24966666666666668
Guns of Glory,-0.1420604257,0.535187499625,0.24905
BEYBLADE BURST app,-0.013550979810810812,0.45637330016216215,0.2488108108108108
Gardenscapes,0.0010869694536082474,0.5023325789484536,0.24835051546391754
Domino's Pizza USA,0.22115114243589745,0.5011911644358974,0.2481025641025641
Alarm Clock,0.16994654556756758,0.3618215861891892,0.24786486486486484
Financial Times,0.178683668483871,0.45072679558064516,0.2470967741935484
7 Weeks - Habit & Goal Tracker,0.13329879373333334,0.46430486626666667,0.24693333333333334
Christian Dating For Free App,0.09551254484615385,0.4663868451025641,0.24661538461538463
Hay Day,0.019256665709677417,0.49555768979032255,0.24658064516129033
Foursquare City Guide,0.19337251827586208,0.40765661544827586,0.2462758620689655
Expense IQ Money Manager,0.220396621,0.428172299625,0.24603125
Hacker's Keyboard,0.26137154544999996,0.5788869655,0.246
Files Go by Google: Free up space on your phone,0.12694855011428574,0.5085936566285714,0.24562857142857142
Calorie Counter - MyFitnessPal,0.2283652927128713,0.44228594437623764,0.2455148514851485
Basketball Stars,0.013750611411111112,0.48171376215555556,0.2449
Homestyler Interior Design & Decorating Ideas,0.17061252434285715,0.4537249758,0.24385714285714286
Archos File Manager,0.11169282103124999,0.4711505681875,0.2438125
A&E - Watch Full Episodes of TV Shows,0.28820571785714283,0.46085689489285714,0.24367857142857144
Apartment Decorating Ideas,0.1225,0.1,0.2435
Amazon Drive,0.12633976072972972,0.46058285070270266,0.24254054054054056
Allrecipes Dinner Spinner,0.25934956705,0.5525929834500001,0.24180000000000001
Drawing for Kids Learning Games for Toddlers age 3,0.1933333335,0.2733333335,0.2415
Comedy Central,0.171423766275,0.34690642239999997,0.24125000000000002
Baby puzzles,0.07722841865714285,0.4927611269142857,0.2410857142857143
Colorfy: Coloring Book for Adults - Free,0.03387295267346939,0.5913375679897959,0.24071428571428571
Golf GPS by SwingxSwing,0.20467855065,0.45767651715,0.240375
Helix Jump,0.0758448354468085,0.4835427961170213,0.24021276595744678
File Manager -- Take Command of Your Files Easily,0.20531400965217392,0.3448792270434783,0.2398695652173913
Fate/Grand Order (English),0.0579818388095238,0.5033819652380952,0.2397142857142857
Fancy Widgets,0.20161271947058823,0.5142169421764705,0.2396470588235294
BBWCupid - BBW Dating App,0.12373893970000001,0.45990052307499996,0.23959999999999998
Anatomy Learning - 3D Atlas,0.22040995143243244,0.47562102691891894,0.23940540540540542
Google Photos,0.18518762631372548,0.5043117909019608,0.2393921568627451
Funny Pics,0.14407755,0.5364193643125,0.238625
Adobe Photoshop Express:Photo Editor Collage Maker,0.143054322,0.43138543851612904,0.23825806451612905
Funny Alarm Clock Ringtones,0.10450990289285714,0.5748974867500001,0.23714285714285713
HISTORY: Watch TV Show Full Episodes & Specials,0.23882394552777775,0.5036555708888888,0.23702777777777775
"Android Auto - Maps, Media, Messaging & Voice",0.2787987945625,0.52772026165625,0.236625
GasBuddy: Find Cheap Gas,0.2726742875,0.5009855994500001,0.2364
Firefox Focus: The privacy browser,0.20912878789473685,0.5452487835526315,0.23613157894736844
DigiCal Calendar Agenda,0.16120384145833333,0.48562775570833333,0.235625
Hamilton — The Official App,0.15669460386486486,0.4243558690810811,0.23559459459459461
Clash Royale,0.04576067342268041,0.4798546651958763,0.2355463917525773
Bank of America Mobile Banking,0.17457147075757576,0.4703067783939394,0.23487878787878788
Google+,0.24537037033333334,0.312962963,0.23466666666666666
Essential Anatomy 3,0.2255163033,0.52232822275,0.23417500000000002
8 Ball Pool,0.008691319814432991,0.5031561514742269,0.23407216494845362
Akinator,-0.014516866897435894,0.48260026251282045,0.23312820512820515
Brain Waves - Binaural Beats,0.221731489075,0.5443468915999999,0.23235
Blogger,0.1219174528974359,0.506720334025641,0.23135897435897435
"Apartment, Home Rental Search: Realtor.com Rentals",-0.003589327346153843,0.4646844821923076,0.2303076923076923
"AliExpress - Smarter Shopping, Better Living",0.019845881294117646,0.6058892071764705,0.22891176470588237
ABCmouse.com,0.1775713212972973,0.5096927284324324,0.2284054054054054
EasyBib: Citation Generator,0.07183166252631579,0.39122389307894734,0.22828947368421054
Brightest Flashlight Free ®,0.4104761905,0.43537698416666665,0.22766666666666668
GMAT Question Bank,0.2612170686,0.4564580498857143,0.22731428571428572
A Word A Day,0.2218181818,0.5352272728,0.22599999999999998
AT&T Smart Wi-Fi,0.1805225727142857,0.41225240371428573,0.22590476190476189
Content Transfer,0.163047281775,0.39705884737499997,0.225675
All Email Providers,0.1791666666666667,0.5055555555,0.2255
Cooking Fever,-0.0503102266701031,0.47566993237113403,0.22516494845360827
Apk Installer,0.1869913419642857,0.47076762528571425,0.225
Fashion in Vogue,0.054576231075,0.34655423280000003,0.22490000000000002
Bad Piggies,0.00783885632051282,0.5320396352564103,0.22482051282051282
Candy Crush Saga,0.03106786545,0.456292790975,0.224625
Candy Crush Jelly Saga,-0.08404319865789472,0.47265912268421056,0.22421052631578947
Grubhub: Food Delivery,0.11959216707692309,0.45797720794871793,0.22343589743589745
Asphalt 8: Airborne,0.004390270054054053,0.5066041081081081,0.22290540540540543
Fresh EBT - Food Stamp Balance,0.15516376522857142,0.4126026593142857,0.22214285714285714
BBC Sport,0.14546871439473683,0.43203363523684213,0.22152631578947365
Banjo,0.22507895695000002,0.45251853375,0.221475
GUNSHIP BATTLE: Helicopter 3D,0.02159089168571428,0.4448471008,0.22142857142857142
Disney Heroes: Battle Mode,-0.003333333333333334,0.23888888899999997,0.22133333333333335
Flickr,0.176165794875,0.42174050137499997,0.22127500000000003
Dino War: Rise of Beasts,0.057024973714285714,0.43593911503571425,0.22075
Buzz Launcher-Smart&Free Theme,0.19590309116216217,0.5620111484864865,0.22062162162162163
Color Road,-0.05779473710526316,0.4420694344473684,0.21997368421052632
2ndLine - Second Phone Number,0.168968208875,0.3770225018,0.21717499999999998
"Domofond Недвижимость. Купить, снять квартиру.",0.16110239476923077,0.4348740575897436,0.21687179487179487
Banco do Brasil,0.22347267315,0.47966436689999997,0.2166
Hot Wheels: Race Off,-0.008417997904761903,0.4669671230952381,0.2164761904761905
"CBS Sports App - Scores, News, Stats & Watch Live",0.1606838975138889,0.46647936201388895,0.21536111111111111
ConvertPad - Unit Converter,0.22344972947500003,0.4877968825,0.2152
HD Movie Video Player,0.18020235178125,0.55632221640625,0.21509375
Crunchyroll - Everything Anime,0.177510033375,0.444899624425,0.21469999999999997
Candy Crush Soda Saga,-0.0460515934673913,0.48692057813043477,0.21395652173913043
"BestCam Selfie-selfie, beauty camera, photo editor",-0.06265777396385543,0.38562727099999994,0.21340963855421688
Amino: Communities and Chats,0.046267670944444436,0.5226045664444444,0.2130277777777778
Garmin Connect™,0.1548099296,0.48542347577500006,0.21302500000000002
Aviary Effects: Classic,0.10344537263157895,0.5239191718684211,0.2126842105263158
AppLock - Fingerprint,0.19944253844999998,0.5361087813000001,0.21200000000000002
FollowMyHealth®,0.1845705513076923,0.469426381,0.21151282051282053
Blood Donor,0.2000909123,0.3550775946,0.211
DreamWorks Friends,-0.00173549217647059,0.4623613586764706,0.2103235294117647
Angry Birds Classic,-0.023653219777777776,0.5268813894351853,0.21
FreshBooks Classic,0.09085472502439024,0.4567374387560975,0.20987804878048782
Dumb Ways to Die 2: The Games,0.026492242684210524,0.4570699951052632,0.20986842105263157
Championat,0.19844806447500002,0.36736777997500003,0.2081
ExDialer - Dialer & Contacts,0.2623077054333333,0.47916567376666663,0.2079
Dunkin' Donuts,0.19151993164102565,0.45844564725641024,0.20758974358974358
"CM Browser - Ad Blocker , Fast Download , Privacy",0.00833333333333334,0.4583333333333333,0.20733333333333334
Brit + Co,0.11588203464705882,0.4883929632352941,0.20711764705882352
Goal Live Scores,0.176929058375,0.51383713925,0.206525
A Call From Santa Claus!,0.00805689548571429,0.6389482838857143,0.2057142857142857
Amex Mobile,0.17091858740540541,0.40641202243243246,0.20445945945945948
Extreme Coupon Finder,0.06646660060000001,0.5242702822666667,0.20400000000000001
BaconReader for Reddit,0.2213779015882353,0.45625225473529407,0.20394117647058824
Baseball Boy!,0.012272397225,0.47448021144999997,0.203675
Dictionary - Merriam-Webster,0.2122053871111111,0.4109521137777778,0.20355555555555557
GroupMe,0.115479039875,0.50518401045,0.203
Google Keep,0.10167441441463414,0.49059849460975613,0.20273170731707316
Cisco Webex Meetings,0.1009875992,0.450825231475,0.20270000000000002
Groovebook Photo Books & Gifts,0.15982356665,0.49408564165,0.202625
Amazon Kindle,0.08156922006896553,0.44092357119540226,0.20254022988505746
Final Fantasy XV: A New Empire,-0.022814331363636364,0.495844120969697,0.20230303030303032
El tiempo de AEMET,0.17501310726666666,0.2570745551333333,0.2022
Home Scouting® MLS Mobile,0.08818017842424243,0.3579038763939394,0.20203030303030303
AndroZip™ FREE File Manager,0.114390300325,0.380417667725,0.20179999999999998
Draw a Stickman: EPIC 2,0.05,0.2708333335,0.2015
Google Fit - Fitness Tracking,0.13005303029999998,0.47786426767499995,0.20135
"BÁO MỚI - Đọc Báo, Tin Tức 24h",0.09035123966666668,0.4117431894848485,0.20124242424242425
7 Day Food Journal Challenge,0.1704702381,0.5401825397,0.2012
Agar.io,-0.053143601757894746,0.4477676684947368,0.2010842105263158
"AT&T Navigator: Maps, Traffic",0.0689242666,0.39844463339999997,0.2009
Fly Delta,0.12505314622500002,0.43068988202499997,0.19837500000000002
Dashlane Free Password Manager,0.11383597866666666,0.362857143,0.19833333333333333
H&M,0.023828931289473686,0.5613190593684211,0.19823684210526316
Harkins Theatres,0.08479032273913042,0.4687029194347826,0.19808695652173913
Headspace: Meditation & Mindfulness,0.22700757581818182,0.4214772727272727,0.19781818181818184
Gyft - Mobile Gift Card Wallet,-0.033643552550000004,0.52532561705,0.197325
Flightradar24 Flight Tracker,0.1906664043030303,0.46255309481818185,0.1972121212121212
Eurosport,0.047787004641025636,0.41641206012820514,0.19533333333333333
Hotels.com: Book Hotel Rooms & Find Vacation Deals,0.09609464945,0.5123700204,0.194525
Fat Burning Workout - Home Weight lose,0.17053200927027026,0.5323496548378378,0.19356756756756757
H Pack,0.108242424225,0.37940877525,0.1933
Hopper - Watch & Book Flights,0.17347897366666667,0.46392883020512815,0.1932051282051282
BET NOW - Watch Shows,0.04970731686486486,0.39709854337837835,0.19313513513513514
HTC Service—Video Player,0.031498868975,0.47739678375,0.19295
Gboard - the Google Keyboard,0.06293045110256411,0.5039108136153846,0.19292307692307692
Cool Reader,0.1128705148974359,0.4651296620512821,0.1925128205128205
Hitwe - meet people and chat,-0.12551041670000002,0.6246944445,0.1921
DU Browser—Browse fast & fun,0.177266098225,0.506240247375,0.192
Calculator - unit converter,0.0916666665,0.2666666665,0.192
Fox Business,0.08628883408571429,0.4872605151714286,0.19191428571428573
"Expedia Hotels, Flights & Car Rental Travel Deals",0.10121612463414634,0.480814943902439,0.19039024390243903
Google Earth,0.09246866884615385,0.4530403656923077,0.19020512820512822
Dr. Panda Restaurant 3,-0.09468297774285715,0.5013733509428572,0.19005714285714287
Apartments.com Rental Search,0.07766349885,0.4055796356,0.19005
"AOL - News, Mail & Video",0.08947075797058823,0.3868189599117647,0.18970588235294117
Dinosaur Simulator: Dino World,-0.012202380928571425,0.37648809521428567,0.18942857142857145
Hello Kitty Nail Salon,0.054766555647058825,0.4999384602058824,0.18938235294117647
BBC News,0.09267575023076924,0.3743116451794872,0.18930769230769232
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",0.16398489771794872,0.4912559514871795,0.18828205128205128
HD Camera Ultra,0.1465566335263158,0.5395434740526316,0.1857894736842105
Checkout 51: Grocery coupons,0.118787346,0.38053675281818183,0.18513636363636365
Adobe Acrobat Reader,0.14395582585858588,0.48121480253535354,0.18407070707070705
Dominos Game ✔️,0.022635146099999996,0.32460200215,0.183775
Calendar Widget Month + Agenda,0.09999999999999999,0.16666666666666666,0.18300000000000002
All-in-One Mahjong 3 FREE,0.25,0.3,0.1825
Google PDF Viewer,0.10041042120000002,0.44128661075000003,0.18225
Firefox Browser fast & private,0.10441794460526316,0.5071995449473684,0.18147368421052631
Barclays US for Android,0.017928003974999995,0.41255418767499996,0.180425
FERZU - Furries Social Network,0.07981868909999999,0.47476649325000003,0.18015
Color Flashlight,0.16118055558333333,0.48261574075,0.17991666666666664
Cricbuzz - Live Cricket Scores & News,0.09452452635897436,0.5513104487692307,0.17974358974358973
ConnectLine,0.13447286910256412,0.4387736518205128,0.17953846153846154
Google News,0.0916391641707317,0.4892084905609756,0.17914634146341463
AMC Theatres,0.11630952371428571,0.49559523814285716,0.17914285714285713
HD Widgets,0.17613602790625,0.49774587021875,0.17878125
Draw In,-0.0670833335,0.29125,0.1785
Google Pay,0.11279529895,0.495079822675,0.178425
Ascape VR: 360° Virtual Travel,0.14301900584210528,0.4743421052105263,0.17826315789473685
Booking.com Travel Deals,0.020538375951219507,0.40209505934146345,0.17797560975609755
HTC Gallery,0.03045627144827586,0.4295277519310345,0.17703448275862071
Amazon for Tablets,0.09632004571428572,0.35351491104761906,0.17695238095238097
Divar,0.1833843567105263,0.47394625639473686,0.17692105263157895
E*TRADE Mobile,0.14862876506060604,0.47865248945454547,0.17566666666666667
Find&Save - Local Shopping,0.0881173810625,0.37018145171875,0.17515624999999999
Beautiful Widgets Pro,0.1746968349736842,0.4884886994210526,0.17510526315789474
Be A Legend: Soccer,-0.09824806901010101,0.4696053900707071,0.175010101010101
